wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,buggy,PredictedTechnique,DSF_Prediction,DSF_Pred_Prob
3,2,0,6,9,1,2,0,3,0.0,35,1.0,0,0.666666667,0.5555555560000001,1,1,10.33333333,1,0.3333,False,FMeasure_Voting_Pred,False,0.013046274074245592
14,1,0,3,15,91,3,0,14,2.0,17,0.0,0,0.0,0.28571428600000004,0,0,0.214285714,1,0.9286,False,FMeasure_Voting_Pred,False,0.013823961524400592
2,1,1,0,3,1,0,0,2,2.0,5,0.0,0,0.0,1.0,0,0,1.5,1,0.5,False,FMeasure_Voting_Pred,False,0.0027502155367289155
22,2,0,20,145,127,0,0,15,0.867346939,1226,0.857142857,1,0.545454545,0.306122449,2,2,54.09090909,10,2.3182,False,FMeasure_Voting_Pred,False,0.4130496319699288
51,1,0,40,207,999,4,0,38,0.907222222,2594,1.0,9,0.0,0.092,0,0,49.15686275,41,4.1373,True,FMeasure_RF_Pred,False,0.3
1,1,0,0,2,0,0,0,1,2.0,10,0.0,0,0.0,1.0,0,0,3.0,0,0.0,False,FMeasure_Voting_Pred,False,0.002339094171208446
2,4,0,4,6,1,1,0,2,2.0,33,0.0,0,0.975609756,0.666666667,1,1,15.5,1,0.5,False,FMeasure_Voting_Pred,False,0.006443375813877899
33,2,0,9,93,378,0,0,26,0.900862069,995,1.0,2,0.392156863,0.1875,0,0,28.27272727,6,1.4848,False,FMeasure_Voting_Pred,False,0.06131792195934429
6,1,0,4,12,3,3,0,6,0.2,40,1.0,0,0.0,0.583333333,0,0,5.5,1,0.8333,False,FMeasure_Voting_Pred,False,0.01205936385855498
8,1,0,2,31,12,1,0,8,0.457142857,259,1.0,0,0.0,0.325,0,0,30.75,5,1.5,False,FMeasure_Voting_Pred,False,0.025152509178039188
37,3,0,8,97,508,2,0,21,0.8954248370000001,981,1.0,3,0.619565217,0.242063492,2,3,25.05405405,11,2.7568,False,FMeasure_Voting_Pred,True,0.6947729314800258
8,1,1,11,21,10,5,0,4,0.734693878,108,0.7142857140000001,2,0.0,0.428571429,0,0,11.625,2,0.75,True,FMeasure_Voting_Pred,False,0.022914620005251855
4,1,0,0,5,0,0,0,4,0.666666667,28,1.0,1,0.0,0.5,0,0,5.25,1,0.75,False,FMeasure_Voting_Pred,False,0.014701675792239466
2,2,0,5,8,0,1,0,2,0.0,32,0.0,0,0.916666667,0.625,0,0,14.5,1,0.5,False,FMeasure_Voting_Pred,False,0.010358945041567444
2,1,1,0,3,1,0,0,2,2.0,5,0.0,0,0.0,1.0,0,0,1.5,1,0.5,False,FMeasure_Voting_Pred,False,0.0027502155367289155
0,1,0,3,0,0,3,0,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,False,FMeasure_Voting_Pred,False,0.01825162466897425
9,1,0,19,46,8,3,0,5,0.4375,350,1.0,3,0.0,0.3125,0,0,37.44444444,1,0.7778,False,FMeasure_Voting_Pred,False,0.03956638333770355
2,5,0,2,5,1,0,0,2,2.0,11,0.0,0,0.985507246,1.0,1,1,4.5,1,0.5,False,FMeasure_Voting_Pred,False,0.003172798228662132
1,1,0,0,2,0,0,0,1,2.0,9,0.0,0,0.0,1.0,0,0,3.0,0,0.0,True,FMeasure_Voting_Pred,False,0.002339094171208446
7,1,0,9,36,0,1,0,5,0.4166666670000001,181,0.5,0,0.0,0.444444444,0,0,24.57142857,1,0.7143,False,FMeasure_Voting_Pred,False,0.01471845021366072
6,1,0,2,7,7,2,0,6,0.7,29,0.0,0,0.0,0.75,0,0,3.5,1,0.8333,False,FMeasure_Voting_Pred,False,0.007432498006769077
11,1,0,2,23,15,1,0,11,0.7,167,0.0,1,0.0,0.318181818,0,0,13.72727273,2,1.0,False,FMeasure_Voting_Pred,False,0.02409804163917391
10,1,0,4,11,45,3,0,10,1.111111111,24,0.0,0,0.0,0.34,0,0,0.3,1,0.9,False,FMeasure_Voting_Pred,False,0.016091204363924676
42,2,0,26,98,683,10,0,41,0.948350072,962,1.0,0,0.633027523,0.25203252,2,7,21.5,10,1.5476,False,FMeasure_Voting_Pred,True,0.7297626092773603
3,2,0,2,4,0,2,0,3,0.0,31,1.0,0,0.894736842,0.444444444,0,0,9.0,2,1.0,False,FMeasure_Voting_Pred,False,0.017502518499298503
10,1,0,79,37,39,76,0,7,0.592592593,296,1.0,0,0.0,0.611111111,0,0,28.3,5,1.5,False,FMeasure_Voting_Pred,False,0.3724407172114333
7,3,0,35,12,11,35,0,7,0.166666667,77,1.0,0,0.85,0.523809524,1,2,9.714285714,4,0.8571,False,FMeasure_Voting_Pred,False,0.048373153317735014
4,1,0,2,9,0,1,0,2,0.25,91,0.0,1,0.0,0.625,0,0,20.75,5,2.0,False,FMeasure_Voting_Pred,False,0.01953884930466772
4,3,0,2,6,6,1,0,4,1.0,21,1.0,1,0.833333333,0.4,1,2,4.0,1,0.75,False,FMeasure_Voting_Pred,False,0.0222167379201974
5,1,1,0,6,10,0,0,5,2.0,8,0.0,0,0.0,0.533333333,0,0,0.6,1,0.8,False,FMeasure_Voting_Pred,False,0.007777118742872563
30,1,0,14,71,135,2,0,22,0.780788177,836,1.0,6,0.0,0.162068966,0,0,26.4,6,1.6333,False,FMeasure_Voting_Pred,False,0.3811776384995549
3,2,0,3,9,1,1,0,2,0.5,59,1.0,1,0.75,0.5555555560000001,0,0,18.33333333,2,1.0,False,FMeasure_Voting_Pred,False,0.01533439296510817
5,1,0,18,5,10,18,0,5,2.0,5,0.0,0,0.0,0.7,0,0,0.0,1,1.0,False,FMeasure_Voting_Pred,False,0.007834376333227503
7,2,0,4,25,9,1,0,7,0.5,331,1.0,0,0.7857142859999999,0.342857143,2,2,46.0,5,1.0,False,FMeasure_Voting_Pred,False,0.028056018056959536
4,5,0,2,11,0,0,0,4,0.0,56,1.0,0,0.957746479,0.625,2,2,12.75,1,0.75,False,FMeasure_Voting_Pred,False,0.014383587362092188
10,4,0,2,20,0,1,0,9,0.388888889,92,1.0,1,0.848484848,0.296296296,2,2,8.0,2,0.8,False,FMeasure_Voting_Pred,False,0.03185210011564781
2,2,0,7,8,0,3,0,2,0.0,44,1.0,0,0.916666667,0.833333333,0,0,20.0,1,0.5,False,FMeasure_Voting_Pred,False,0.0070868190496348625
17,1,0,6,32,72,3,0,16,0.7125,378,1.0,0,0.0,0.8125,0,0,20.94117647,7,2.2353,False,FMeasure_Voting_Pred,False,0.010810980981883524
3,2,0,2,11,0,1,0,3,0.0,52,1.0,0,0.846153846,0.5,0,0,16.0,1,0.6667,False,FMeasure_Voting_Pred,False,0.0140179397589649
2,1,0,5,4,1,4,0,1,1.76744186,79,0.0,0,0.0,1.0,0,0,17.0,0,0.0,True,FMeasure_Voting_Pred,False,0.002705234357505048
2,3,5,7,3,1,5,0,2,2.0,8,0.0,0,0.975,0.666666667,0,0,3.0,1,0.5,False,FMeasure_Voting_Pred,False,0.005874879448998658
118,1,0,10,210,3267,1,0,104,0.928547009,1160,0.92,4,0.0,0.130536131,0,0,8.618644068,3,1.0424,True,FMeasure_Voting_Pred,False,0.38504652258237304
1,1,0,0,2,0,0,0,1,2.0,23,0.0,0,0.0,1.0,0,0,3.0,0,0.0,True,FMeasure_Voting_Pred,False,0.002339094171208446
2,2,0,2,4,1,0,0,1,1.0,9,1.0,0,1.0,1.0,0,0,3.0,0,0.0,False,FMeasure_Voting_Pred,False,0.0030587052673768486
8,2,0,0,35,28,0,0,7,2.0,343,0.0,0,0.5,0.525,0,0,41.875,6,1.75,False,FMeasure_Voting_Pred,False,0.011534137100876196
16,2,1,6,42,34,5,0,13,0.644444444,287,1.0,0,0.48,0.186666667,0,0,16.75,7,1.8125,False,FMeasure_Voting_Pred,False,0.3722081120146644
8,1,0,4,35,12,2,0,6,0.666666667,204,1.0,2,0.0,0.28571428600000004,0,0,23.75,3,1.625,False,FMeasure_Voting_Pred,False,0.04139803317482072
34,1,0,19,34,561,19,0,34,2.0,34,0.0,0,0.0,0.210084034,0,0,0.0,1,1.0,False,FMeasure_Voting_Pred,False,0.02069851775109669
4,1,0,4,4,6,2,0,4,2.0,4,0.0,0,0.0,0.6,0,0,0.0,1,1.0,False,FMeasure_Voting_Pred,False,0.007469148916681796
5,3,0,2,11,8,1,0,5,0.75,37,1.0,1,0.833333333,0.36,1,1,6.2,1,0.8,False,FMeasure_Voting_Pred,False,0.022826207405385088
2,1,0,0,2,1,0,0,2,2.0,2,0.0,0,0.0,1.0,0,0,0.0,1,1.0,False,FMeasure_Voting_Pred,False,0.003218947797361271
41,1,0,17,92,658,6,0,20,0.84375,2453,1.0,2,0.0,0.194642857,0,0,58.73170732,10,3.7073,False,FMeasure_Voting_Pred,False,0.3613592857747137
4,5,1,0,8,6,0,0,4,2.0,20,0.0,0,1.0,0.666666667,0,0,4.0,0,0.0,False,FMeasure_Voting_Pred,False,0.004614541830102451
4,2,0,8,13,4,1,0,2,1.0,36,1.0,1,0.909090909,0.5555555560000001,0,0,7.5,1,0.5,False,FMeasure_Voting_Pred,False,0.011313065276190344
9,1,0,1,10,36,0,0,9,2.0,12,0.0,0,0.0,0.444444444,0,0,0.333333333,1,0.8889,False,FMeasure_Voting_Pred,False,0.00953485396678792
5,1,0,0,6,4,0,0,5,0.5,22,1.0,0,0.0,0.4,0,0,3.2,1,0.8,False,FMeasure_Voting_Pred,False,0.015466769442260444
17,2,0,14,69,78,0,0,16,0.791666667,348,0.5,2,0.615384615,0.203125,1,3,19.11764706,3,1.4118,False,FMeasure_Voting_Pred,False,0.07293736199969085
4,5,0,2,13,0,0,0,4,0.0,58,1.0,0,0.957746479,0.625,1,1,13.25,1,0.75,False,FMeasure_Voting_Pred,False,0.01258373415586535
60,1,0,19,143,1080,8,0,52,0.8250847459999999,1833,1.0,4,0.0,0.13700565,0,0,29.13333333,19,2.1833,True,FMeasure_Voting_Pred,True,0.7516423144197459
13,1,0,12,25,40,12,0,13,0.923611111,265,0.083333333,1,0.0,0.369230769,0,0,18.46153846,5,1.4615,False,FMeasure_Voting_Pred,False,0.030472394621780124
42,1,0,19,96,569,14,0,31,0.889135255,897,0.772727273,3,0.0,0.134146341,0,0,19.83333333,9,1.9286,False,FMeasure_Voting_Pred,False,0.2698171453019125
1,3,0,4,2,0,4,0,1,2.0,4,0.0,0,1.0,1.0,0,0,3.0,0,0.0,False,FMeasure_Voting_Pred,False,0.002492140476153555
2,4,0,3,3,1,1,0,2,2.0,8,0.0,0,0.975609756,0.666666667,0,0,3.0,1,0.5,False,FMeasure_Voting_Pred,False,0.005517556706898498
7,1,0,1,13,0,1,0,5,0.5,221,1.0,2,0.0,0.428571429,0,0,29.85714286,7,3.2857,False,FMeasure_Voting_Pred,False,0.3967644679414315
4,4,0,0,8,6,0,0,4,2.0,20,0.0,0,1.0,0.666666667,0,0,4.0,0,0.0,False,FMeasure_Voting_Pred,False,0.004614541830102451
44,1,0,26,166,428,9,0,2,0.880620155,2361,1.0,7,0.0,0.141649049,0,0,52.31818182,11,2.0909,True,FMeasure_Voting_Pred,False,0.46297293007820894
6,1,0,2,22,0,0,0,5,0.666666667,161,1.0,1,0.0,0.444444444,0,0,25.33333333,8,2.0,False,FMeasure_Voting_Pred,False,0.02775320550635345
5,4,0,4,37,6,1,0,1,0.5,203,1.0,0,0.911764706,0.666666667,2,2,39.4,1,0.6,False,FMeasure_Voting_Pred,False,0.01176301770104495
24,1,0,0,24,276,0,0,24,2.0,24,0.0,0,0.0,0.358333333,0,0,0.0,1,1.0,False,FMeasure_Voting_Pred,False,0.011624500918505164
2,2,0,4,10,1,1,0,2,2.0,45,0.0,0,0.916666667,0.666666667,1,1,21.5,1,0.5,False,FMeasure_Voting_Pred,False,0.0064984023835257185
6,3,0,4,45,0,0,0,4,0.2,379,1.0,0,0.8275862070000001,0.625,2,5,61.16666667,1,0.8333,False,FMeasure_Voting_Pred,False,0.023364652803587887
5,3,2,0,8,4,0,0,5,0.5,31,1.0,0,0.944444444,0.6,0,0,5.0,1,0.2,False,FMeasure_Voting_Pred,False,0.010944173801142983
9,1,0,0,17,30,0,0,7,0.875,98,1.0,3,0.0,0.288888889,0,0,9.555555556,12,2.1111,False,FMeasure_Voting_Pred,False,0.06213281622738639
3,2,0,5,12,1,1,0,3,0.0,259,1.0,0,0.666666667,0.5555555560000001,1,1,85.0,1,0.3333,False,FMeasure_Voting_Pred,False,0.01832300342970025
2,3,0,4,4,1,1,0,2,2.0,13,0.0,0,0.975,0.666666667,0,0,5.5,1,0.5,False,FMeasure_Voting_Pred,False,0.007337034063254408
8,2,0,4,23,16,1,0,8,0.428571429,166,1.0,0,0.7333333329999999,0.46875,1,1,19.375,1,0.5,False,FMeasure_Voting_Pred,False,0.016688739091841487
38,2,0,14,144,521,0,0,26,0.895135135,2014,1.0,3,0.35714285700000004,0.155405405,0,0,51.34210526,31,3.5526,False,FMeasure_Voting_Pred,False,0.4309060750224197
14,5,0,2,34,29,0,0,14,0.7692307690000001,263,1.0,0,0.839506173,0.476190476,1,1,17.35714286,1,0.9286,False,FMeasure_Voting_Pred,False,0.01692482049200373
42,3,0,4,67,697,2,0,33,0.282229965,655,0.857142857,1,0.512820513,0.166297118,2,4,14.42857143,4,1.0238,False,FMeasure_Voting_Pred,False,0.10297241790031572
4,2,0,19,76,0,1,0,1,0.5,640,1.0,1,0.875,0.666666667,1,1,158.5,5,1.5,True,FMeasure_Voting_Pred,False,0.028332212327871732
5,1,0,23,9,0,19,0,5,0.375,183,1.0,2,0.0,0.4,0,0,35.2,6,2.2,False,FMeasure_Voting_Pred,False,0.05033693567554265
8,1,0,3,15,4,3,0,7,0.5,84,1.0,0,0.0,0.5,0,0,9.25,4,1.75,False,FMeasure_Voting_Pred,False,0.017471770284128618
8,2,0,16,65,16,1,0,2,0.857142857,408,1.0,1,0.7692307690000001,0.428571429,0,0,49.625,10,3.25,False,FMeasure_Voting_Pred,False,0.048398557435234135
5,3,0,12,26,10,0,0,5,1.25,142,1.0,0,0.923076923,0.4,1,3,27.2,1,0.8,True,FMeasure_Voting_Pred,False,0.020398571492394664
20,1,0,15,89,60,6,0,17,0.796052632,826,1.0,5,0.0,0.133333333,0,0,39.5,10,1.6,True,Accuracy_Voting_Pred,True,0.5552117674707483
1,1,0,20,1,0,19,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,False,FMeasure_Voting_Pred,False,0.006044756695587049
5,2,0,14,45,8,0,0,3,1.0,263,1.0,1,0.869565217,0.4,0,0,51.2,3,1.0,True,FMeasure_Voting_Pred,False,0.02096761211048807
71,1,4,34,174,1809,14,0,62,0.917857143,1902,1.0,8,0.0,0.069387755,0,0,25.3943662,9,2.2254,False,FMeasure_Voting_Pred,True,0.8269929013060972
6,1,0,2,18,9,1,0,4,0.7,1355,0.5,1,0.0,0.25,0,0,224.5,15,4.1667,False,FMeasure_Voting_Pred,False,0.397895494059082
4,3,0,16,46,4,0,0,3,0.8888888890000001,283,0.666666667,0,0.96,0.5,1,3,69.0,1,0.5,False,FMeasure_Voting_Pred,False,0.021425070992849345
5,1,0,0,7,8,0,0,4,0.75,23,0.0,1,0.0,0.75,0,0,3.4,1,0.6,False,FMeasure_Voting_Pred,False,0.010465229475093455
9,1,0,9,20,12,5,0,4,0.6964285709999999,169,1.0,1,0.0,0.444444444,0,0,17.0,5,1.3333,False,FMeasure_Voting_Pred,False,0.3557697525487487
11,5,0,3,32,17,0,0,10,0.75,249,1.0,0,0.908256881,0.327272727,1,1,21.27272727,1,0.9091,False,FMeasure_Voting_Pred,False,0.3540971981317603
6,2,0,9,13,0,8,0,6,0.4,100,1.0,0,0.705882353,0.666666667,0,0,15.33333333,5,1.5,False,FMeasure_Voting_Pred,False,0.014776937590053418
4,1,0,8,6,0,7,0,3,0.333333333,24,1.0,1,0.0,0.333333333,0,0,4.75,2,1.0,False,FMeasure_Voting_Pred,False,0.023695836338625247
34,1,0,66,34,561,62,0,34,1.03030303,40,0.0,0,0.0,0.109243697,0,0,0.0,1,1.0,False,FMeasure_Voting_Pred,False,0.3859165626527581
5,3,0,5,10,0,2,0,5,2.0,38,0.0,0,0.906976744,0.55,0,0,6.6,1,0.8,False,FMeasure_Voting_Pred,False,0.009296987754254764
2,4,0,5,5,1,1,0,2,2.0,24,0.0,0,0.975609756,0.666666667,0,0,11.0,1,0.5,False,FMeasure_Voting_Pred,False,0.0074625967738087455
2,1,4,8,3,1,6,0,1,2.0,5,0.0,0,0.0,0.75,0,0,1.5,1,0.5,False,FMeasure_Voting_Pred,False,0.00689160039392891
7,1,2,12,9,0,12,0,7,0.25,65,1.0,0,0.0,0.523809524,0,0,8.0,1,0.5714,False,FMeasure_Voting_Pred,False,0.015981840836982758
9,1,0,6,23,10,2,0,8,0.791666667,132,1.0,4,0.0,0.325,0,0,13.0,2,1.0,False,FMeasure_Voting_Pred,False,0.04302323394738123
6,2,0,3,27,13,1,0,6,0.4,139,1.0,0,0.846153846,0.4,1,1,21.83333333,1,0.3333,False,FMeasure_Voting_Pred,False,0.01798567120489069
2,5,0,2,5,1,0,0,2,2.0,11,0.0,0,0.985507246,1.0,1,1,4.5,1,0.5,False,FMeasure_Voting_Pred,False,0.005067313188182617
15,2,0,10,61,63,0,0,13,0.7857142859999999,488,1.0,1,0.759259259,0.7142857140000001,0,0,31.33333333,3,1.4667,False,FMeasure_Voting_Pred,False,0.014903088798037069
1,1,0,3,1,0,3,0,0,2.0,171,0.0,0,0.0,0.0,0,0,136.0,0,0.0,False,FMeasure_Voting_Pred,False,0.02555991052887112
10,1,0,5,15,27,5,0,9,0.7777777779999999,101,0.0,1,0.0,0.240740741,0,0,8.8,1,0.8,False,FMeasure_Voting_Pred,False,0.025053190517607623
1,3,0,1,2,0,0,0,1,2.0,4,0.0,0,1.0,1.0,0,0,3.0,0,0.0,False,FMeasure_Voting_Pred,False,0.045802386503038736
11,3,0,4,27,11,1,0,10,0.583333333,169,1.0,3,0.4,0.17424242399999998,1,1,13.81818182,3,1.0,False,FMeasure_Voting_Pred,False,0.047554239396301656
2,2,0,3,4,1,0,0,1,2.0,9,0.0,0,0.666666667,1.0,0,0,3.5,1,0.5,False,FMeasure_Voting_Pred,False,0.004517841719216408
2,1,0,5,16,0,1,0,1,0.0,78,1.0,0,0.0,0.75,0,0,37.5,1,0.5,False,FMeasure_Voting_Pred,False,0.011008279916337002
5,1,0,3,27,10,1,0,4,1.25,237,1.0,0,0.0,0.375,0,0,46.0,6,3.0,False,FMeasure_Voting_Pred,False,0.026644235719456
28,2,2,0,29,374,0,0,27,1.007407407,48,0.4,0,0.325,0.171428571,0,0,0.535714286,1,0.9643,False,FMeasure_Voting_Pred,False,0.025231562958626136
3,2,0,2,6,3,2,0,3,1.5,31,0.0,0,0.9375,0.666666667,0,0,9.0,3,1.0,False,FMeasure_Voting_Pred,False,0.009344644780274006
60,2,0,16,163,1204,2,0,55,0.90440678,1551,0.52,2,0.292682927,0.111864407,1,1,24.43333333,13,1.4667,False,FMeasure_Voting_Pred,True,0.6874534701284306
3,3,0,0,4,0,0,0,3,0.5,22,1.0,0,0.666666667,0.466666667,0,0,5.666666667,1,0.6667,False,FMeasure_Voting_Pred,False,0.01380409129265706
69,1,0,12,158,0,5,0,62,0.893137255,1383,0.8666666670000001,3,0.0,0.18729097,0,0,18.82608696,18,1.5942,False,FMeasure_Voting_Pred,False,0.4082159186678305
10,1,0,26,128,23,1,0,3,0.8888888890000001,1066,0.833333333,2,0.0,0.296296296,0,0,105.0,22,4.1,True,FMeasure_Voting_Pred,False,0.38620553021539
10,2,0,4,27,3,1,0,10,0.4,245,1.0,1,0.7333333329999999,0.4,1,2,23.0,3,0.6,False,FMeasure_Voting_Pred,False,0.02651185296019891
4,1,0,6,4,6,5,0,4,2.0,4,0.0,0,0.0,0.45,0,0,0.0,1,1.0,False,FMeasure_Voting_Pred,False,0.011045160744958494
16,1,0,5,36,62,5,0,15,0.693333333,349,1.0,1,0.0,0.375,0,0,20.5,8,2.0,False,FMeasure_Voting_Pred,False,0.03237154595788806
20,1,0,17,59,22,2,0,17,0.664473684,585,1.0,5,0.0,0.368421053,0,0,27.85,11,2.5,True,FMeasure_Voting_Pred,True,0.5395617095311964
8,2,0,0,20,0,0,0,8,0.0,223,1.0,1,0.5,0.65625,0,0,26.625,5,1.625,False,FMeasure_Voting_Pred,False,0.0183911933574976
2,4,0,5,5,1,1,0,2,2.0,24,0.0,0,0.975609756,0.666666667,0,0,11.0,1,0.5,False,FMeasure_Voting_Pred,False,0.0074625967738087455
2,1,0,2,4,1,2,0,1,1.875,20,0.0,0,0.0,1.0,0,0,5.0,0,0.0,False,FMeasure_Voting_Pred,False,0.0044245314998058345
1,5,0,2,7,0,2,0,1,2.0,17,0.0,0,1.0,1.0,0,0,16.0,0,0.0,False,FMeasure_Voting_Pred,False,0.004422208251129313
2,1,0,0,2,1,0,0,2,2.0,2,0.0,0,0.0,1.0,0,0,0.0,1,1.0,False,FMeasure_Voting_Pred,False,0.004739213448543449
3,3,0,4,9,3,1,0,3,2.0,63,0.0,0,0.951219512,0.666666667,0,0,20.0,1,0.6667,False,FMeasure_Voting_Pred,False,0.00788457224275082
23,2,0,18,83,137,3,0,14,0.835227273,845,1.0,2,0.487804878,0.2,1,1,35.39130435,8,2.3043,True,FMeasure_Voting_Pred,False,0.4041796615073778
3,1,0,3,13,3,1,0,2,1.5,106,1.0,0,0.0,0.533333333,0,0,33.66666667,6,3.3333,True,FMeasure_Voting_Pred,False,0.018327854929224268
5,1,0,7,17,0,0,0,2,0.4166666670000001,79,1.0,2,0.0,0.625,0,0,14.2,3,1.4,False,FMeasure_Voting_Pred,False,0.01882935980867016
4,1,0,5,52,0,0,0,4,0.333333333,307,1.0,1,0.0,0.4,0,0,74.25,1,0.75,False,FMeasure_Voting_Pred,False,0.35665003057872563
12,1,1,5,19,0,4,0,12,0.636363636,268,0.5,1,0.0,0.638888889,0,0,21.0,4,2.0833,False,FMeasure_Voting_Pred,False,0.018864268382141582
18,1,0,3,21,73,2,0,18,0.836601307,152,0.666666667,1,0.0,0.27777777800000003,0,0,6.944444444,2,1.0556,False,FMeasure_Voting_Pred,False,0.025446146849831413
4,1,0,1,4,6,1,0,4,2.0,4,0.0,0,0.0,0.5,0,0,0.0,1,1.0,False,FMeasure_Voting_Pred,False,0.00978590245804658
18,1,2,0,35,0,0,0,18,0.0,111,1.0,1,0.0,0.27777777800000003,0,0,5.1111111110000005,2,1.0,False,FMeasure_Voting_Pred,False,0.0272481476742359
8,1,0,12,8,28,10,0,8,2.0,8,0.0,0,0.0,0.5,0,0,0.0,1,1.0,False,FMeasure_Voting_Pred,False,0.01135383045461482
62,1,0,40,133,329,14,0,6,0.613114754,3133,0.8,0,0.0,0.05702067,0,0,49.45161289999999,4,1.0645,False,FMeasure_Voting_Pred,False,0.3005666158149565
12,1,0,2,21,0,2,0,12,0.836363636,304,0.4,0,0.0,0.458333333,0,0,23.91666667,7,1.3333,False,FMeasure_Voting_Pred,False,0.019056708725751176
4,1,0,6,11,6,1,0,2,2.0,166,0.0,0,0.0,0.55,0,0,40.5,2,1.0,False,FMeasure_Voting_Pred,False,0.010545441305571314
2,1,0,0,2,1,0,0,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0,False,FMeasure_Voting_Pred,False,0.006720134289606842
39,3,0,1,78,0,0,0,35,0.763157895,560,1.0,1,0.449275362,0.131868132,1,1,13.17948718,8,1.8462,True,FMeasure_Voting_Pred,False,0.07874944113791289
14,3,0,4,29,11,1,0,14,0.692307692,149,1.0,0,0.428571429,0.255102041,1,1,9.428571429,6,1.6429,False,FMeasure_Voting_Pred,False,0.028778480900438413
8,2,0,4,23,16,1,0,8,0.428571429,165,1.0,0,0.7333333329999999,0.46875,1,1,19.25,1,0.5,False,FMeasure_Voting_Pred,False,0.01668234246951376
22,1,15,33,50,189,19,0,21,0.933333333,376,1.0,3,0.0,0.174603175,0,0,15.63636364,2,1.0,False,FMeasure_Voting_Pred,False,0.07983154304219267
4,1,0,3,30,0,0,0,2,0.611111111,368,1.0,0,0.0,0.333333333,0,0,89.5,15,4.0,False,FMeasure_Voting_Pred,False,0.2042729343327678
10,1,3,0,15,35,0,0,10,0.851851852,66,1.0,0,0.0,0.3,0,0,5.3,2,1.0,False,FMeasure_Voting_Pred,False,0.01854908966584854
46,1,0,41,210,777,1,0,33,0.912345679,2793,1.0,8,0.0,0.115277778,0,0,58.93478261,44,4.6304,True,FMeasure_Voting_Pred,True,0.5477593921669883
13,1,28,40,14,56,40,0,13,0.75,65,1.0,1,0.0,0.423076923,0,0,3.846153846,1,0.8462,False,FMeasure_Voting_Pred,False,0.2656976144992151
252,2,0,63,511,29258,17,0,231,0.980867738,7956,1.0,12,0.21630094,0.054354013,2,19,30.21031746,17,2.0238,True,FMeasure_Voting_Pred,True,0.9962397933082304
2,2,0,2,4,0,1,0,2,0.0,21,1.0,0,0.916666667,0.666666667,0,0,9.0,1,0.5,False,FMeasure_Voting_Pred,False,0.011322790078833689
