wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,buggy,PredictedTechnique,DSF_Prediction,DSF_Pred_Prob
4,4,17,66,8,6,66,0,4,1.333333333,21,1.0,0,1.0,0.666666667,0,0,4.0,0,0.0,False,GMean_Voting_Pred,True,0.9199724968366138
6,1,0,4,10,1,2,2,6,0.6,50,1.0,1,0.0,0.5,0,0,7.0,2,1.1667,False,GMean_Voting_Pred,False,0.391287641912558
3,1,0,3,20,3,1,2,3,2.0,127,0.0,0,0.0,0.666666667,0,0,41.33333333,13,4.6667,False,Accuracy_RF_Pred,False,0.2
11,2,0,11,17,25,3,11,8,0.7666666670000001,73,1.0,0,0.75,0.25,0,0,5.363636364,1,0.7273,True,GMean_Voting_Pred,False,0.36641685668301416
2,1,0,2,2,1,1,1,2,2.0,2,0.0,0,0.0,1.0,0,0,0.0,1,1.0,False,GMean_Voting_Pred,False,0.033806611256333406
3,3,0,2,4,1,1,1,3,0.5,15,1.0,0,0.818181818,0.666666667,0,0,3.666666667,1,0.6667,True,GMean_Voting_Pred,False,0.2329329167307109
3,2,0,6,4,3,2,4,3,2.0,10,0.0,0,0.666666667,0.5555555560000001,0,0,2.333333333,1,0.6667,True,GMean_Voting_Pred,False,0.03789892009767132
5,1,0,6,15,10,3,4,4,2.0,60,0.0,0,0.0,0.45,0,0,11.0,2,1.6,False,GMean_Voting_Pred,False,0.0438223434908315
33,1,0,17,33,528,11,6,33,2.0,33,0.0,0,0.0,0.387205387,0,0,0.0,1,1.0,True,GMean_Voting_Pred,False,0.39027166014305
3,1,0,5,3,3,2,4,3,2.0,3,0.0,0,0.0,0.7777777779999999,0,0,0.0,1,1.0,False,GMean_Voting_Pred,False,0.02842020949470299
7,1,0,32,61,0,3,32,3,0.6333333329999999,204,1.0,2,0.0,0.4166666670000001,0,0,27.42857143,1,0.7143,False,GMean_Voting_Pred,False,0.12227958446507772
8,2,0,13,33,0,1,12,3,0.464285714,294,1.0,2,0.7,0.371428571,1,1,35.25,2,0.875,True,GMean_Voting_Pred,False,0.052206433129561136
3,1,0,5,7,3,0,5,3,2.0,19,0.0,0,0.0,0.533333333,0,0,5.333333333,1,0.6667,False,GMean_Voting_Pred,False,0.030047712247960736
11,3,0,14,63,7,1,14,5,0.35,416,1.0,1,0.7,0.25,0,0,36.63636364,11,1.8182,False,GMean_Voting_Pred,False,0.4760226136338009
2,4,0,5,7,1,2,3,1,2.0,24,0.0,0,0.956521739,0.666666667,1,1,11.0,1,0.5,True,GMean_Voting_Pred,False,0.03473235463168462
1,1,0,9,1,0,4,5,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,False,GMean_Voting_Pred,False,0.02946155609913619
4,1,0,4,10,0,1,3,4,0.0,39,1.0,0,0.0,0.583333333,0,0,8.5,1,0.75,True,GMean_Voting_Pred,False,0.06452645296881987
12,3,13,22,24,30,15,8,10,0.5,114,1.0,1,0.956521739,0.226190476,1,3,8.333333332999999,2,0.8333,False,GMean_Voting_Pred,True,0.8294328467707386
14,3,0,21,43,59,9,13,13,0.641025641,208,1.0,1,0.936170213,0.261538462,1,3,13.64285714,3,1.1429,False,GMean_Voting_Pred,False,0.4018187549606157
4,4,8,13,10,0,11,2,3,0.833333333,39,1.0,1,0.894736842,0.625,0,0,8.25,1,0.5,True,GMean_Voting_Pred,False,0.4820469676351571
3,4,0,8,15,3,0,8,1,2.0,49,0.0,0,0.95,0.666666667,2,2,15.33333333,1,0.6667,False,GMean_Voting_Pred,False,0.018554452223207257
1,1,0,7,1,0,7,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,False,GMean_Voting_Pred,False,0.3709601430321123
2,1,1,3,10,0,1,2,1,0.0,44,1.0,0,0.857142857,0.75,1,1,20.0,2,1.0,False,FMeasure_RF_Pred,True,0.6
6,0,0,21,54,9,2,19,3,0.4,309,1.0,0,0.0,0.457142857,0,0,50.33333333,4,1.6667,False,GMean_Voting_Pred,False,0.08262073989193144
1,1,0,2,3,0,1,1,1,2.0,7,0.0,0,1.0,1.0,0,0,6.0,0,0.0,False,GMean_Voting_Pred,False,0.028848959870100305
7,2,0,8,8,15,2,8,7,0.7222222220000001,45,1.0,3,0.846153846,0.35714285700000004,1,20,5.0,1,0.8571,False,GMean_Voting_Pred,False,0.026577806684295716
3,1,0,9,18,0,2,7,2,0.5,61,1.0,0,0.0,0.666666667,0,0,18.66666667,1,0.3333,False,GMean_Voting_Pred,False,0.04556984543846542
15,1,1,15,29,45,4,11,12,0.7142857140000001,171,1.0,5,0.0,0.35,0,0,9.933333333,3,1.2,False,FMeasure_RF_Pred,False,0.1
1,1,0,0,1,0,0,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,False,GMean_Voting_Pred,False,0.03392727976837236
5,3,0,9,9,4,2,9,2,0.75,36,1.0,1,0.875,0.3,0,0,5.6,1,0.6,False,GMean_Voting_Pred,False,0.3769841431422914
4,1,0,7,17,6,1,6,4,2.0,39,0.0,0,0.0,0.625,0,0,8.75,1,0.75,False,GMean_Voting_Pred,False,0.03688399510779899
5,3,0,10,18,8,0,10,3,0.25,62,1.0,1,0.897435897,0.4,1,3,11.2,1,0.8,False,GMean_Voting_Pred,False,0.04775337210995087
3,1,0,6,8,3,2,4,2,2.0,31,0.0,0,0.0,0.333333333,0,0,9.333333333,1,0.6667,False,GMean_Voting_Pred,False,0.03294729671419043
14,4,0,11,37,73,3,9,13,0.634615385,236,1.0,1,0.932291667,0.257142857,1,16,15.57142857,6,1.5,False,GMean_Voting_Pred,False,0.0961983559631788
27,2,6,26,61,105,12,14,22,0.666666667,265,1.0,1,0.537037037,0.113756614,1,3,8.703703704,4,1.0741,True,GMean_Voting_Pred,True,0.7690205894279671
7,2,2,7,10,15,2,5,4,0.333333333,44,1.0,0,0.814814815,0.28571428600000004,0,0,5.1428571430000005,3,1.0,False,GMean_Voting_Pred,False,0.08509085235432498
3,3,0,8,9,0,2,8,2,0.5,44,1.0,3,0.913043478,0.4,0,0,12.66666667,2,1.0,False,GMean_Voting_Pred,False,0.4058667230192063
4,3,0,1,6,0,0,1,3,0.0,21,1.0,0,0.921052632,0.625,2,2,4.0,1,0.75,False,GMean_Voting_Pred,False,0.03158694123821131
50,1,0,8,84,1011,5,4,48,0.947648625,726,0.869565217,0,0.0,0.1825,0,0,13.06,9,1.5,False,GMean_Ada_Pred,True,0.51216324751327
1,1,0,14,1,0,13,2,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,True,GMean_Voting_Pred,False,0.03480837385799895
3,1,0,4,9,1,1,3,3,0.0,47,1.0,0,0.0,0.5,0,0,14.33333333,2,1.0,False,GMean_Voting_Pred,False,0.06960240065088401
6,4,0,5,10,15,1,5,5,1.0,43,1.0,0,0.950819672,0.444444444,0,0,6.0,1,0.5,False,GMean_Voting_Pred,False,0.05120588919521323
3,2,0,1,5,3,0,1,3,2.0,12,0.0,0,0.956521739,0.666666667,1,2,3.0,1,0.3333,False,GMean_Voting_Pred,False,0.022669750930051028
1,1,0,7,1,0,5,2,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,False,GMean_Voting_Pred,False,0.033740475443046244
20,1,0,20,98,178,15,5,12,0.6315789470000001,880,1.0,0,0.0,0.276315789,0,0,42.95,15,2.85,False,GMean_Voting_Pred,True,0.9511626883917068
2,1,0,6,7,1,2,4,1,2.0,21,0.0,0,0.0,0.5,0,0,9.5,1,0.5,False,GMean_Voting_Pred,False,0.03143364215106812
2,5,0,4,7,0,2,2,2,0.0,25,1.0,1,0.944444444,0.666666667,0,0,11.0,1,0.5,True,GMean_Voting_Pred,False,0.1310410965430898
2,1,0,38,2,1,37,1,2,2.0,2,0.0,0,0.0,0.875,0,0,0.0,1,1.0,False,GMean_Voting_Pred,False,0.06227255280485423
4,1,0,4,11,0,1,3,4,0.166666667,67,1.0,0,0.0,0.5,0,0,15.25,2,1.0,False,GMean_Voting_Pred,False,0.06542221427067307
4,1,0,6,4,6,5,2,4,1.333333333,5,0.0,0,0.0,0.5625,0,0,0.0,1,1.0,False,GMean_Voting_Pred,False,0.051254416676874165
2,1,0,4,4,1,2,2,2,2.0,8,0.0,0,0.0,0.75,0,0,3.0,1,0.5,False,GMean_Voting_Pred,False,0.03190015359204995
2,5,1,9,9,1,2,8,1,2.0,26,0.0,0,0.972222222,0.666666667,1,1,12.0,1,0.5,False,GMean_Voting_Pred,False,0.036770712483856806
21,2,1,15,52,142,1,14,12,0.828571429,292,1.0,1,0.333333333,0.2,1,2,12.57142857,3,1.0,False,GMean_Voting_Pred,False,0.3928508220896413
2,3,0,7,6,1,0,7,1,2.0,19,0.0,0,0.972222222,0.666666667,1,1,8.5,1,0.5,False,GMean_Voting_Pred,False,0.022869134657725703
2,1,0,4,4,1,1,3,2,2.0,9,0.0,0,0.0,1.0,0,0,3.5,1,0.5,False,GMean_Voting_Pred,False,0.030183660633668688
8,1,0,7,15,22,3,4,4,0.6190476189999999,100,1.0,1,0.0,0.35416666700000005,0,0,11.125,2,0.875,False,GMean_Voting_Pred,False,0.3903464460845322
3,3,0,10,25,0,1,10,2,0.0,136,1.0,0,0.945945946,0.5,1,1,44.0,2,1.0,False,GMean_Voting_Pred,False,0.06025053833926342
4,2,0,7,6,0,2,5,4,0.0,30,1.0,0,0.95,0.45,1,1,6.25,1,0.5,False,GMean_Voting_Pred,False,0.03910773983307749
6,2,0,4,15,7,0,4,4,0.3,71,1.0,0,0.7777777779999999,0.375,1,1,10.5,2,1.0,False,GMean_Voting_Pred,False,0.04474870531064016
7,1,2,7,23,21,2,5,3,2.0,133,0.0,0,0.0,0.666666667,0,0,18.0,5,1.8571,False,GMean_Voting_Pred,False,0.41335487786699227
1,1,0,0,1,0,0,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,False,GMean_Voting_Pred,False,0.03392727976837236
3,1,0,10,22,1,1,9,2,0.5,141,1.0,1,0.0,0.666666667,0,0,45.33333333,6,2.0,False,GMean_Voting_Pred,False,0.08815463440510464
5,3,0,5,7,0,1,4,4,0.0,34,1.0,0,0.75,0.533333333,1,1,5.6,1,0.6,True,GMean_Voting_Pred,False,0.3832799083984258
16,1,1,11,43,112,7,4,14,0.6,275,1.0,0,0.0,0.4875,0,0,16.0625,1,0.875,True,GMean_Voting_Pred,False,0.09554418279062744
1,1,0,0,2,0,0,0,0,2.0,12,0.0,0,0.0,1.0,0,0,3.0,0,0.0,False,GMean_Voting_Pred,False,0.027765772046129174
1,1,0,16,1,0,15,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,False,GMean_Voting_Pred,False,0.040700814433629176
26,3,0,14,61,235,4,11,23,0.7120000000000001,303,1.0,2,0.88,0.188034188,1,3,10.46153846,4,1.1923,False,GMean_Voting_Pred,False,0.10447605218930496
3,2,0,1,5,3,0,1,3,2.0,12,0.0,0,0.956521739,0.666666667,1,2,3.0,1,0.3333,False,GMean_Voting_Pred,False,0.022669750930051028
6,3,0,16,31,7,2,16,3,0.7333333329999999,108,1.0,1,0.84,0.4,1,1,16.5,3,1.0,False,GMean_Voting_Pred,False,0.036993180258724015
10,4,0,7,17,13,1,6,10,0.5555555560000001,82,1.0,1,0.962365591,0.375,1,1,7.0,2,0.8,False,GMean_Voting_Pred,False,0.05838290591671999
0,1,0,0,0,0,0,0,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,False,GMean_Voting_Pred,False,0.026562343873365615
9,5,3,12,25,0,3,9,8,0.6875,202,1.0,0,0.833333333,0.296296296,0,0,20.77777778,4,1.1111,False,GMean_Voting_Pred,False,0.14585066797677207
5,3,4,11,11,10,4,7,1,2.0,33,0.0,0,0.965517241,0.44,0,0,5.6,1,0.2,True,GMean_Voting_Pred,False,0.0677872533396774
18,1,0,3,27,97,0,3,17,0.774509804,165,1.0,0,0.0,0.17222222199999998,0,0,7.833333333,1,0.8333,False,Accuracy_RF_Pred,False,0.3
6,3,0,7,34,15,1,7,2,2.0,138,0.0,0,0.807692308,0.4166666670000001,0,0,22.0,2,1.0,False,GMean_Voting_Pred,False,0.4095918939357504
6,2,0,2,9,9,1,1,6,0.2,41,1.0,0,0.5,0.5,0,0,5.666666667,2,0.8333,False,GMean_Voting_Pred,False,0.07670366331720849
2,0,0,5,10,1,1,4,2,2.0,58,0.0,0,0.0,0.75,0,0,28.0,1,0.5,False,GMean_Voting_Pred,False,0.03008721959590565
10,1,2,9,18,9,4,7,10,0.666666667,86,1.0,3,0.0,0.28571428600000004,0,0,7.3,3,1.2,False,GMean_Voting_Pred,False,0.06628497574179573
3,3,0,12,17,3,0,12,1,2.0,67,0.0,0,0.945945946,0.666666667,1,3,21.33333333,1,0.6667,False,GMean_Voting_Pred,False,0.03162921639661099
6,1,0,4,10,0,1,3,6,0.6,46,1.0,0,0.0,0.333333333,0,0,6.166666667,1,0.8333,False,GMean_Voting_Pred,False,0.04087060825204534
3,3,0,2,4,1,1,1,3,0.5,15,1.0,0,0.818181818,0.666666667,0,0,3.666666667,1,0.6667,False,GMean_Voting_Pred,False,0.40080075537359217
9,1,0,7,9,36,4,3,9,2.0,9,0.0,0,0.0,0.311111111,0,0,0.0,1,1.0,False,GMean_Voting_Pred,False,0.3728943140392312
120,1,0,38,200,6646,14,28,113,0.973345588,1370,0.9375,2,0.0,0.081822203,0,0,9.883333333,33,1.5417,False,GMean_Voting_Pred,True,0.9998891671632476
11,3,0,4,15,35,1,4,10,0.2,62,1.0,0,0.795454545,0.590909091,2,5,4.545454545,1,0.8182,False,GMean_Voting_Pred,False,0.031116368591745956
20,2,0,8,30,144,2,8,20,0.879699248,148,1.0,0,0.585365854,0.20625,0,0,6.05,2,0.95,False,GMean_Voting_Pred,False,0.04703338456120867
15,2,0,8,17,99,3,7,15,0.761904762,89,1.0,3,0.70212766,0.253333333,1,20,4.733333333,1,0.9333,False,GMean_Voting_Pred,False,0.03570079042869575
5,3,0,6,9,8,1,6,4,0.75,36,1.0,0,0.897435897,0.4,1,1,6.0,1,0.8,False,GMean_Voting_Pred,False,0.030586212620640967
4,1,0,6,7,4,1,5,4,0.333333333,22,1.0,0,0.0,0.5,0,0,4.25,1,0.75,False,GMean_Voting_Pred,False,0.043723289157763016
4,2,0,3,7,4,2,1,2,0.962962963,111,0.111111111,9,0.857142857,0.444444444,1,1,24.5,1,0.5,False,GMean_Voting_Pred,False,0.4600150707577579
10,2,0,73,24,41,72,2,8,0.977777778,259,0.2,9,0.6,0.37037037,1,1,23.9,4,1.8,False,GMean_Voting_Pred,True,0.9071479827999612
29,1,0,18,57,314,3,17,27,0.920634921,201,1.0,2,0.0,0.144827586,0,0,5.620689655,2,0.9655,False,GMean_Voting_Pred,False,0.05620155429836324
4,0,1,7,7,4,5,2,4,0.666666667,24,1.0,0,0.0,0.5,0,0,4.75,1,0.5,False,GMean_Voting_Pred,False,0.03828232445334637
53,2,1,24,87,1296,9,19,44,0.684615385,614,1.0,3,0.215384615,0.240566038,1,1,10.49056604,9,1.2642,True,GMean_Voting_Pred,True,0.5090287137390748
6,2,2,6,12,0,2,4,4,0.0,38,1.0,0,0.736842105,0.666666667,1,1,5.166666667,1,0.8333,False,GMean_Voting_Pred,False,0.3961415155664592
5,3,0,4,10,8,1,4,4,0.5,36,1.0,0,0.921052632,0.36,1,2,6.0,1,0.6,False,GMean_Voting_Pred,False,0.03838475602938695
9,1,7,11,17,24,7,4,5,0.375,125,1.0,2,0.0,0.444444444,0,0,12.66666667,2,1.0,False,GMean_Voting_Pred,False,0.4595556093727017
3,5,0,4,10,0,1,3,3,0.5,34,1.0,1,0.894736842,0.5555555560000001,0,0,9.666666667,1,0.6667,True,GMean_Voting_Pred,False,0.09982487527935678
3,1,0,6,6,3,4,2,2,2.0,23,0.0,0,0.0,0.833333333,0,0,6.666666667,2,1.0,False,GMean_Voting_Pred,False,0.04281027468375765
11,1,2,10,28,49,4,8,9,0.6,118,1.0,0,0.0,0.25974026,0,0,9.636363636,2,1.0,False,GMean_Voting_Pred,False,0.05006688336223584
2,3,0,4,4,1,0,4,1,2.0,9,0.0,0,0.923076923,0.75,1,1,3.5,1,0.5,True,GMean_Voting_Pred,False,0.3674234440172997
5,3,0,9,21,0,1,8,4,0.875,106,0.5,1,0.88,0.4375,0,0,19.4,1,0.6,True,GMean_Voting_Pred,False,0.08519155603933659
3,1,0,2,15,3,1,1,0,2.0,63,0.0,0,0.0,0.5,0,0,20.0,1,0.6667,False,GMean_Voting_Pred,False,0.04180442852054887
2,1,0,9,2,1,8,1,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0,False,GMean_Voting_Pred,False,0.03980770099432412
7,3,0,8,13,0,3,5,5,0.166666667,41,1.0,1,0.814814815,0.476190476,1,1,4.714285714,1,0.7143,True,GMean_Voting_Pred,False,0.06003063862775804
1,1,0,7,1,0,5,2,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,False,GMean_Voting_Pred,False,0.03668109038760195
20,1,0,16,20,190,3,14,20,2.0,20,0.0,0,0.0,0.225,0,0,0.0,1,1.0,False,GMean_Voting_Pred,False,0.36405288664751656
1,1,0,2,3,0,1,1,1,2.0,7,0.0,0,1.0,1.0,0,0,6.0,0,0.0,False,GMean_Voting_Pred,False,0.038006320226115824
7,1,0,11,14,11,4,7,7,0.444444444,66,1.0,2,0.0,0.4,0,0,8.0,1,0.5714,False,GMean_Voting_Pred,False,0.05343124920819285
8,2,27,32,16,0,27,5,6,0.28571428600000004,47,1.0,1,0.666666667,0.34375,1,1,4.75,1,0.875,False,GMean_Voting_Pred,True,0.9577724879615994
12,1,0,20,24,66,7,13,11,2.0,74,0.0,0,0.0,0.333333333,0,0,5.166666667,1,0.9167,True,GMean_Voting_Pred,False,0.03678560351202962
4,1,0,8,4,6,5,3,4,2.0,4,0.0,0,0.0,0.75,0,0,0.0,1,1.0,False,GMean_Voting_Pred,False,0.3703560378455351
16,1,1,8,31,112,2,6,12,0.8,150,1.0,2,0.0,0.266666667,0,0,8.125,3,1.25,True,FMeasure_RF_Pred,True,0.7
5,1,0,7,17,2,1,6,4,0.625,68,1.0,1,0.0,0.4375,0,0,12.2,5,1.4,False,GMean_Voting_Pred,False,0.06859659619410645
27,3,0,32,60,245,19,16,24,0.835164835,345,1.0,1,0.8844221109999999,0.16923076899999998,1,6,11.51851852,3,1.0741,False,GMean_Voting_Pred,False,0.4021988838326525
10,1,0,11,18,21,0,11,9,0.5555555560000001,97,1.0,4,0.0,0.211111111,0,0,8.3,1,0.9,False,GMean_Voting_Pred,False,0.056824309553297675
39,2,0,24,76,641,4,24,37,0.904135338,453,1.0,1,0.4,0.155263158,1,1,10.25641026,2,0.9744,False,GMean_Voting_Pred,False,0.3652311438447791
7,0,2,11,31,21,2,9,1,1.166666667,163,1.0,0,0.0,0.6,0,0,22.14285714,5,2.4286,False,GMean_Voting_Pred,False,0.39143992266062
19,1,1,15,47,81,7,8,18,0.388888889,474,1.0,2,0.0,0.315789474,0,0,23.78947368,8,2.1053,True,GMean_Voting_Pred,False,0.19906216858494707
16,2,0,14,33,102,4,13,16,0.966666667,144,1.0,1,0.615384615,0.1953125,0,0,7.375,1,0.9375,False,GMean_Voting_Pred,False,0.03519620779521434
2,2,0,3,7,1,2,1,1,2.0,29,0.0,0,0.941176471,1.0,0,0,13.5,1,0.5,False,GMean_Voting_Pred,False,0.053335272769430064
4,2,0,5,7,4,4,1,2,0.8888888890000001,45,0.333333333,3,0.857142857,0.444444444,1,1,9.5,1,0.5,False,GMean_Voting_Pred,False,0.07154844394586056
0,1,0,0,0,0,0,0,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,False,GMean_Voting_Pred,False,0.030667099398781667
4,0,2,10,20,6,2,8,1,1.333333333,85,1.0,0,0.0,0.5,0,0,20.0,5,2.0,False,GMean_Voting_Pred,False,0.04443102707633731
8,3,0,15,36,0,1,15,5,0.642857143,135,1.0,1,0.7777777779999999,0.35714285700000004,1,1,15.375,2,0.875,False,GMean_Voting_Pred,False,0.04184801901818131
18,3,0,4,35,111,0,4,16,0.81372549,200,1.0,0,0.76056338,0.311111111,1,2,9.777777778,5,1.2778,False,GMean_Voting_Pred,False,0.07561139728281947
0,1,0,0,0,0,0,0,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,False,GMean_Voting_Pred,False,0.030667099398781667
21,2,0,14,25,198,8,7,16,0.8,119,1.0,1,0.6785714290000001,0.217687075,1,3,4.619047619,1,0.8571,False,GMean_Voting_Pred,False,0.3727082711177077
4,1,0,0,14,6,0,0,1,2.0,79,0.0,0,0.0,0.375,0,0,18.75,5,2.0,False,GMean_Voting_Pred,False,0.06771957768700204
2,3,0,4,4,1,0,4,1,2.0,11,0.0,0,0.972222222,0.666666667,1,1,4.5,1,0.5,False,GMean_Voting_Pred,False,0.03442046470261462
15,3,0,15,38,37,3,14,10,0.589285714,217,1.0,4,0.647058824,0.314285714,1,1,13.2,5,1.4,True,GMean_Voting_Pred,False,0.4157102244931922
3,3,0,3,5,3,1,3,1,2.0,25,0.0,0,0.945945946,0.7777777779999999,1,2,7.333333333,1,0.6667,False,GMean_Voting_Pred,False,0.03205936196387855
26,1,1,9,47,0,4,5,24,0.08,236,1.0,1,0.0,0.258241758,0,0,8.038461538,2,1.0,True,GMean_RF_Pred,True,0.6
2,1,0,5,11,0,1,4,2,0.0,39,1.0,1,0.0,0.666666667,0,0,18.0,1,0.5,True,GMean_Voting_Pred,False,0.3962486090191384
0,1,0,0,0,0,0,0,0,2.0,19,0.0,0,0.0,0.0,0,0,0.0,0,0.0,False,GMean_Voting_Pred,False,0.030667099398781667
3,1,0,3,21,1,1,2,1,0.5,88,1.0,0,0.0,0.5,0,0,28.0,5,1.6667,True,GMean_Voting_Pred,False,0.07857899345028126
13,2,4,14,33,34,6,9,9,0.625,187,1.0,1,0.166666667,0.230769231,0,0,13.23076923,3,1.1538,True,GMean_Voting_Pred,False,0.10677729353959511
2,1,0,40,2,1,40,0,2,2.0,2,0.0,0,0.0,1.0,0,0,0.0,1,1.0,True,GMean_Voting_Pred,False,0.4000001824217561
6,3,0,7,13,3,1,6,4,0.0,46,1.0,1,0.791666667,0.375,1,1,6.5,1,0.8333,False,GMean_Voting_Pred,False,0.06302507970378503
6,2,0,7,5,9,3,6,6,0.666666667,36,1.0,3,0.8684210529999999,0.444444444,1,20,4.5,1,0.8333,False,GMean_Voting_Pred,False,0.03277796272567088
17,2,0,25,53,104,8,17,13,0.8660714290000001,305,0.7142857140000001,1,0.538461538,0.18125,1,1,16.52941176,2,0.7647,True,Accuracy_RF_Pred,True,0.6
3,3,0,6,7,0,1,5,3,0.0,29,1.0,0,0.913043478,0.533333333,0,0,8.333333332999999,1,0.6667,True,GMean_Voting_Pred,False,0.0836642899796015
22,1,0,182,22,231,182,1,22,2.0,22,0.0,0,0.0,0.25974026,0,0,0.0,1,1.0,True,GMean_Voting_Pred,True,0.8972919485018581
6,2,0,9,19,15,0,9,4,2.0,90,0.0,0,0.692307692,0.25,1,2,14.0,2,1.0,False,GMean_Voting_Pred,False,0.032815175402091355
2,1,0,3,3,0,1,2,2,0.0,12,1.0,1,0.0,0.75,0,0,4.5,1,0.5,False,GMean_Voting_Pred,False,0.060929084198801865
1,2,0,2,4,0,1,1,1,2.0,14,0.0,0,1.0,1.0,0,0,13.0,0,0.0,False,GMean_Voting_Pred,False,0.04519606079732059
15,3,0,14,35,57,4,11,10,0.8,195,0.8,3,0.6875,0.241071429,0,0,11.66666667,6,1.0667,False,GMean_Voting_Pred,False,0.13381307502020617
8,5,0,13,11,24,1,13,8,0.7857142859999999,49,1.0,1,0.8771929820000001,0.222222222,1,1,4.875,1,0.875,False,GMean_Voting_Pred,False,0.03877721281579393
