dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,buggy,Accuracy_Voting_Pred,Accuracy_Voting_Pred_Prob,FMeasure_Voting_Pred,FMeasure_Voting_Pred_Prob,GMean_Voting_Pred,GMean_Voting_Pred_Prob,Accuracy_RF_Pred,Accuracy_RF_Pred_Prob,FMeasure_RF_Pred,FMeasure_RF_Pred_Prob,GMean_RF_Pred,GMean_RF_Pred_Prob,Accuracy_Ada_Pred,Accuracy_Ada_Pred_Prob,FMeasure_Ada_Pred,FMeasure_Ada_Pred_Prob,GMean_Ada_Pred,GMean_Ada_Pred_Prob,Function to be selected,PredictedTechnique,DSF_Prediction,DSF_Pred_Prob
2,0,7,6,1,6,1,2,2.0,16,0.0,0,0.923076923,1.0,0,0,7.0,1,0.5,False,False,0.006387309382788864,False,0.011698564902794488,False,0.19329678390198743,False,0.1,False,0.0,False,0.0,False,0.3111338463532073,False,0.4744305240783272,False,0.4788154317946411,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.006387309382788864
1,0,16,53,8,1,15,2,1.232758621,364,1.0,0,0.0,0.52,0,0,66.0,8,3.2,False,False,0.3751371977990536,False,0.4313222477195166,True,0.7139771550352624,True,0.9,True,0.7,True,0.6,False,0.4932737858805951,True,0.5095972180017615,False,0.4969721935079068,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.3751371977990536
1,0,59,45,221,55,5,27,0.91958042,333,0.727272727,3,0.0,0.16296296300000002,1,1,10.92592593,7,1.2963,False,False,0.3430286817342589,True,0.7907895441275029,True,0.8121795932241453,False,0.1,True,0.7,False,0.5,False,0.4962744841325542,True,0.5068116120761427,True,0.5038124759132074,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.3430286817342589
1,15,17,5,1,15,2,3,0.5,17,1.0,0,0.0,0.666666667,0,0,4.333333333,1,0.6667,False,False,0.01936030019265695,False,0.02239603130256901,False,5.570426421794917e-06,False,0.0,False,0.0,False,0.0,False,0.4665218130266055,False,0.4707007413704289,False,0.2994411486213009,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.01936030019265695
1,0,23,94,126,0,23,11,0.885964912,771,1.0,5,0.0,0.20242915,0,0,37.25,9,2.5,True,False,0.35680864133895857,False,0.4024953027524445,False,0.4529467153202381,False,0.2,False,0.05,False,0.4,False,0.4910126142052525,False,0.4843941451794755,False,0.4902019561524748,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.35680864133895857
1,0,25,41,3,16,9,3,0.666666667,261,1.0,1,0.0,0.333333333,0,0,35.71428571,4,1.5714,False,False,0.04631760160419609,False,0.13772788148834136,True,0.7033183630997981,False,0.03333333333333333,False,0.0,False,0.325,False,0.4898945948825655,False,0.4764011114713622,False,0.4882046591500324,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.04631760160419609
2,0,5,9,1,1,4,1,2.0,69,1.0,0,0.909090909,0.75,2,2,32.0,7,3.5,False,False,0.035903895783015304,False,0.018240949340942936,True,0.632203715636906,False,0.1,False,0.2,False,0.2,False,0.32121794024470035,False,0.4849826739183754,False,0.489386582093673,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.035903895783015304
2,0,23,61,6,1,22,2,0.761904762,413,1.0,1,0.7307692309999999,0.3,1,3,49.875,6,2.375,True,False,0.2836296254631924,False,0.27864257739360804,False,0.403908045094552,False,0.025,False,0.0,False,0.16666666666666666,False,0.4857496061929306,False,0.491564585975444,False,0.4955283079109512,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.2836296254631924
1,0,4,1,0,2,2,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,False,False,0.013950377158745596,False,0.011244716508558489,False,0.1874758253584988,False,0.0,False,0.0,False,0.0,False,0.4665218130266055,False,0.4799694398877476,False,0.32289920670528904,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.013950377158745596
1,0,3,7,1,2,1,1,2.0,32,0.0,0,0.0,0.5,0,0,15.0,2,1.0,False,False,0.3568521832755031,False,0.021132216945554037,False,0.21158249927295167,False,0.4,False,0.2,False,0.0,False,0.48038717653835,False,0.4870306711023435,False,0.4865911043799857,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.3568521832755031
2,0,8,14,3,1,7,3,2.0,55,0.0,0,0.75,0.5555555560000001,0,0,17.33333333,2,1.0,False,False,0.016527770748099392,False,0.02669729877382481,False,0.23727161970427943,False,0.0,False,0.0,False,0.0,False,0.4791957611721608,False,0.4737688540391898,False,0.4867314444911952,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.016527770748099392
1,0,6,18,21,3,3,10,0.666666667,174,1.0,0,0.0,0.533333333,0,0,16.0,19,2.7,False,False,0.02403550064875842,False,0.03480803598367927,False,0.05703382412156983,False,0.0,False,0.0,False,0.03333333333333333,False,0.4761355001462811,False,0.31586629152926904,False,0.33008448021812953,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.02403550064875842
1,0,8,5,10,3,5,5,2.0,5,0.0,0,0.0,0.433333333,0,0,0.0,1,1.0,False,False,0.031067747320401407,False,0.029096952344666936,False,0.20084679024982988,False,0.0,False,0.0,False,0.0,False,0.4776379696033722,False,0.4813189509545759,False,0.4737981867323637,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.031067747320401407
1,0,4,14,0,1,3,2,0.0,78,1.0,0,0.0,0.666666667,0,0,37.5,3,1.5,False,False,0.021990646297494167,False,0.02251401946593239,False,0.2838701075511337,False,0.0,False,0.0,False,0.0,False,0.4739313259444688,False,0.4607205960479816,False,0.4749271728251216,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.021990646297494167
1,0,18,17,16,16,2,9,0.525,112,1.0,1,0.0,0.472222222,0,0,10.88888889,2,0.7778,False,False,0.025019883365663475,False,0.045870990129959016,False,0.3404031596334909,False,0.0,False,0.0,False,0.0,False,0.4835195335354686,False,0.4873886390389872,False,0.472051347331822,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.025019883365663475
2,0,10,9,9,10,0,4,0.857142857,91,0.428571429,5,0.764705882,0.4,1,1,13.0,1,0.6667,False,False,0.04812600781175611,False,0.027410495804230568,False,0.3246860214095529,False,0.0,False,0.0,False,0.0,False,0.467820406752413,False,0.4678621799996991,False,0.4615752033283832,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.04812600781175611
1,0,15,50,68,0,15,12,0.816666667,365,1.0,7,0.0,0.2,0,0,21.3125,4,1.4375,False,False,0.2926247447148139,False,0.3462571955036981,False,0.3751939954813099,False,0.1,False,0.1,False,0.0,False,0.4864181829322538,False,0.4785143825297648,False,0.4845382074693659,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.2926247447148139
2,0,11,43,1,0,11,2,1.0,243,1.0,1,0.75,0.44,2,2,37.83333333,4,1.8333,False,False,0.11810192664973689,False,0.04380509145114032,False,0.3472009459217193,False,0.41,False,0.05,False,0.05,False,0.3201528249181297,False,0.4854129955698895,False,0.4817882032171885,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.11810192664973689
2,0,31,8,6,30,1,3,0.875,79,0.333333333,5,0.8125,0.4166666670000001,1,1,13.6,1,0.6,False,False,0.042020865033500936,False,0.10903404052471088,False,0.3588488657193572,False,0.0,False,0.0,False,0.0,False,0.4777932585485117,False,0.4645899409655377,False,0.4588240197302049,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.042020865033500936
1,0,1,14,21,0,1,10,0.740740741,109,1.0,1,0.0,0.32,1,1,9.6,7,1.5,False,False,0.24104363699410605,False,0.21361674123766905,False,0.4865474210586815,False,0.32666666666666666,True,0.7283333333333333,True,0.5733333333333334,False,0.4868151762579597,False,0.490800223690596,False,0.4911664434144836,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.24104363699410605
1,0,0,2,0,0,0,1,2.0,7,0.0,0,0.0,1.0,0,0,3.0,0,0.0,False,False,0.059739417635579,False,0.00966547568027678,False,0.1626944079340822,False,0.2607142857142857,False,0.0,False,0.0,False,0.4887630862800506,False,0.4769257160172545,False,0.4789146085681462,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.059739417635579
1,0,2,2,1,2,0,2,2.0,2,0.0,0,0.0,0.875,0,0,0.0,1,1.0,False,False,0.014495135928828689,False,0.012098685577499683,False,0.1856059617390716,False,0.0,False,0.0,False,0.0,False,0.4665218130266055,False,0.4688597553728208,False,0.3180676388013072,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.014495135928828689
2,0,7,17,91,0,7,14,2.0,54,0.0,0,0.566666667,1.0,1,4,2.857142857,1,0.9286,False,False,0.05353191856681907,False,0.02425641248599077,False,0.28396118671043463,False,0.0,False,0.0,False,0.0,False,0.49243917743486,False,0.486433478118869,False,0.4949078472238093,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.05353191856681907
1,0,5,41,0,2,4,14,0.775,254,0.75,1,0.0,0.257142857,0,0,14.375,3,1.5625,True,False,0.03824760443157516,False,0.0649487586447123,False,0.3513909584604072,False,0.0,False,0.0,False,0.0,False,0.4763930099806706,False,0.4814116291747583,False,0.4863575004796888,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.03824760443157516
1,0,12,11,55,7,5,11,2.0,11,0.0,0,0.0,0.33766233799999995,0,0,0.0,1,1.0,False,False,0.3723831265737581,False,0.3779141387993798,True,0.5816690976356091,True,0.6,False,0.5,True,0.7,False,0.4955796179353602,False,0.494087055257202,False,0.4924357387019667,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.3723831265737581
1,15,20,10,11,15,5,5,0.7777777779999999,39,1.0,2,0.0,0.476190476,0,0,4.1428571430000005,1,0.8571,False,False,0.029424114258059183,False,0.041814948989798685,False,6.21275834977584e-06,False,0.1,False,0.0,False,0.05,False,0.4869658925063995,False,0.485774218468787,False,0.30857509639946223,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.029424114258059183
2,0,8,17,78,0,8,13,2.0,49,0.0,0,0.5862068970000001,1.0,1,3,2.769230769,1,0.9231,False,False,0.10729378715143406,False,0.09113886971260164,False,0.3467775366728982,False,0.15999999999999998,False,0.19337662337662337,False,0.12567460317460316,False,0.49243917743486,False,0.486433478118869,False,0.4949078472238093,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.10729378715143406
2,0,5,7,1,1,4,1,2.0,17,0.0,0,0.909090909,0.75,1,2,7.5,1,0.5,False,False,0.02163799944921281,False,0.01576736795623429,False,0.19501378075729112,False,0.0,False,0.0,False,0.0,False,0.4883347912849382,False,0.4874259513801239,False,0.483822817513956,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.02163799944921281
1,0,15,42,16,0,15,10,0.757575758,354,1.0,5,0.0,0.242424242,0,0,28.0,4,1.5,False,False,0.16239319898127716,False,0.2677060357366479,False,0.3770876554210732,False,0.0,False,0.025,False,0.0,False,0.4701571961328187,False,0.4754129081841033,False,0.4825012876102943,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.16239319898127716
2,0,5,7,1,1,4,1,2.0,17,0.0,0,0.909090909,0.75,1,2,7.5,1,0.5,False,False,0.02163799944921281,False,0.01576736795623429,False,0.19501378075729112,False,0.0,False,0.0,False,0.0,False,0.4883347912849382,False,0.4874259513801239,False,0.483822817513956,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.02163799944921281
1,0,17,60,10,1,16,2,0.732142857,495,1.0,3,0.0,0.2875,0,0,59.875,3,1.25,False,False,0.4362117339106541,True,0.515907626316174,True,0.7203183728421524,True,0.7,False,0.5,True,0.9,False,0.4858694924083897,False,0.4906146224907925,False,0.4935619652773741,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.4362117339106541
1,0,0,10,1,0,0,2,2.0,45,0.0,0,0.0,0.5,0,0,21.5,4,2.0,False,False,0.023702678436803005,False,0.023149866855663604,False,0.2435048898200857,False,0.025,False,0.1,False,0.0,False,0.48743557902706897,False,0.4732650408963865,False,0.4810503461421719,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.023702678436803005
1,6,39,76,182,8,31,4,0.95625,495,1.0,4,0.0,0.111111111,0,0,21.80952381,2,1.0952,False,False,0.4579156285776971,False,0.4265464542005734,False,0.005864225555881161,False,0.1,False,0.1,False,0.0,False,0.4920315020426914,False,0.484547533263236,False,0.3230597652554952,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.4579156285776971
4,2,11,8,8,11,0,4,1.0,26,1.0,0,0.894736842,0.6,0,0,3.8,1,0.4,False,False,0.009145494302017264,False,0.017390661025444683,False,0.00633669840258213,False,0.0,False,0.0,False,0.0,False,0.4743434787554258,False,0.4732170869156238,False,0.30367184985155976,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.009145494302017264
4,0,15,43,0,1,14,2,0.666666667,402,1.0,0,0.996168582,0.5555555560000001,2,3,198.5,17,8.5,False,False,0.060045501120615435,False,0.07307835945355119,False,0.2983540696733709,False,0.1,False,0.1,False,0.0,False,0.19192192344119835,False,0.3401020375868347,False,0.33831404667685944,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.060045501120615435
2,0,5,9,1,1,4,1,2.0,29,0.0,0,0.909090909,0.75,1,2,13.5,1,0.5,False,False,0.02163799944921281,False,0.016156021911386396,False,0.19632285249664172,False,0.0,False,0.1,False,0.25,False,0.4883347912849382,False,0.4838839824964028,False,0.4886715183127157,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.02163799944921281
1,0,3,9,1,0,3,1,1.0,26,0.0,1,0.0,1.0,0,0,11.5,0,0.0,False,False,0.013710808964103736,False,0.011072745610224222,False,0.1777890357960639,False,0.0,False,0.0,False,0.0,False,0.494261480609184,False,0.4883287860975686,False,0.4893404770006963,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.013710808964103736
2,0,8,17,78,0,8,13,2.0,49,0.0,0,0.5862068970000001,1.0,1,3,2.769230769,1,0.9231,False,False,0.10729378715143406,False,0.09113886971260164,False,0.3467775366728982,False,0.15999999999999998,False,0.19337662337662337,False,0.12567460317460316,False,0.49243917743486,False,0.486433478118869,False,0.4949078472238093,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.10729378715143406
1,0,0,8,0,0,0,4,0.333333333,23,1.0,0,0.0,0.625,0,0,4.5,1,0.75,False,False,0.018667364033730784,False,0.01641143859882933,False,0.2472690089949427,False,0.0,False,0.0,False,0.0,False,0.4665218130266055,False,0.4646497052186573,False,0.4702879322902408,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.018667364033730784
2,0,8,14,3,1,7,3,2.0,54,0.0,0,0.75,0.5555555560000001,0,0,17.0,2,1.0,False,False,0.016527770748099392,False,0.026659962204709654,False,0.23710785059184397,False,0.0,False,0.0,False,0.0,False,0.4791957611721608,False,0.4737688540391898,False,0.4867314444911952,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.016527770748099392
2,0,9,19,78,0,9,13,2.0,57,0.0,0,0.5862068970000001,1.0,1,3,3.384615385,1,0.9231,False,False,0.1763752948565408,False,0.02587611467203393,False,0.2885746352917133,False,0.4575,False,0.10909090909090909,False,0.06666666666666668,False,0.49243917743486,False,0.4923588394023854,False,0.4949078472238093,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.1763752948565408
1,0,20,65,88,0,20,9,0.857142857,367,1.0,6,0.0,0.158974359,0,0,21.5,5,1.4375,False,False,0.33720342901048994,True,0.5390345029811437,False,0.3853072720320455,False,0.16666666666666666,False,0.2,False,0.0,False,0.4891324592313889,False,0.4858920418719595,False,0.4766744548547162,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.33720342901048994
1,0,7,13,10,7,0,7,0.8,75,1.0,0,0.0,0.34375,0,0,7.75,2,0.875,True,False,0.026869758514949885,False,0.032401956240925525,False,0.2845532674767612,False,0.0,False,0.0,False,0.0,False,0.4741966081224641,False,0.4695281206267606,False,0.473799340340927,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.026869758514949885
2,0,8,17,78,0,8,13,2.0,49,0.0,0,0.5862068970000001,1.0,1,3,2.769230769,1,0.9231,False,False,0.10729378715143406,False,0.09113886971260164,False,0.3467775366728982,False,0.15999999999999998,False,0.19337662337662337,False,0.12567460317460316,False,0.49243917743486,False,0.486433478118869,False,0.4949078472238093,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.10729378715143406
1,0,0,2,0,0,0,1,2.0,77,0.0,0,0.0,1.0,0,0,3.0,0,0.0,False,False,0.059739417635579,False,0.00966547568027678,False,0.1721084896600661,False,0.2607142857142857,False,0.0,False,0.16666666666666666,False,0.4887630862800506,False,0.4769257160172545,False,0.4843121789502083,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.059739417635579
5,0,16,6,3,15,1,2,1.5,16,1.0,0,1.0,0.666666667,0,0,4.0,0,0.0,False,False,0.00800162451670435,False,0.01605834640632893,False,0.2847695955150493,False,0.0,False,0.0,False,0.0,False,0.3355822237963823,False,0.4784740623190638,False,0.4678892453891794,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.00800162451670435
2,0,7,17,21,1,7,7,2.0,73,0.0,0,0.25,0.428571429,0,0,9.428571429,2,1.0,False,False,0.030464651281717693,False,0.03630929111399813,False,0.2520647650218887,False,0.0,False,0.0,False,0.0,False,0.4811828483684018,False,0.4843381129039392,False,0.4827912665920463,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.030464651281717693
1,0,14,46,260,10,4,28,0.89010989,443,1.0,3,0.0,0.183908046,1,1,13.82758621,8,1.4138,False,True,0.7210126551640511,True,0.7046641580540349,True,0.7409517877953705,True,0.7,True,0.6333333333333333,True,1.0,True,0.5021283921357645,True,0.5013313050187531,False,0.4997876681415509,GMean_Ada_Pred,Accuracy_Voting_Pred,True,0.7210126551640511
2,0,9,14,3,2,7,3,2.0,67,0.0,0,0.75,0.5555555560000001,0,0,21.33333333,3,1.3333,False,False,0.017050037851545536,False,0.028506932494338624,False,0.25468777852194363,False,0.0,False,0.0,False,0.0,False,0.4791957611721608,False,0.4796840373278903,False,0.4844524819908577,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.017050037851545536
1,0,9,28,4,1,9,2,1.274509804,223,1.0,0,0.0,0.5,0,0,50.5,5,1.75,False,False,0.03753914313669417,False,0.04842338385658945,False,0.33840224375067224,False,0.0,False,0.1,False,0.2,False,0.491125750981325,False,0.4852958915208875,False,0.4782387855308909,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.03753914313669417
2,0,8,15,3,1,7,3,2.0,63,0.0,0,0.75,0.5,0,0,20.0,2,1.0,False,False,0.017563520414138698,False,0.02861967061426938,False,0.2386390816667689,False,0.1,False,0.0,False,0.0,False,0.4884705048558913,False,0.4807975350623993,False,0.4844524819908577,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.017563520414138698
1,0,8,11,55,3,5,11,2.0,11,0.0,0,0.0,0.348484848,0,0,0.0,1,1.0,False,False,0.0386063979652784,False,0.3742577964219084,True,0.5707314294372673,False,0.4,False,0.3,False,0.3,False,0.4939164998855236,False,0.4881608958520062,False,0.4898226811412714,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.0386063979652784
1,0,0,2,0,0,0,1,2.0,38,0.0,0,0.0,1.0,0,0,3.0,0,0.0,True,False,0.059739417635579,False,0.00966547568027678,False,0.1658129419708725,False,0.2607142857142857,False,0.0,False,0.11666666666666664,False,0.4887630862800506,False,0.4769257160172545,False,0.4865911043799857,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.059739417635579
1,0,2,12,31,2,0,10,0.86,64,1.0,0,0.0,0.681818182,0,0,4.363636364,1,0.8182,False,False,0.019140937327880032,False,0.02016977961637557,False,0.2732047729289141,False,0.0,False,0.0,False,0.0,False,0.4692712940835107,False,0.471575407745627,False,0.4789770406592089,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.019140937327880032
2,0,32,14,11,31,1,4,0.857142857,129,0.28571428600000004,6,0.764705882,0.4,1,1,19.33333333,3,1.0,True,False,0.0876000654849835,False,0.2264482022825065,False,0.3617267701654113,False,0.0,False,0.03333333333333333,False,0.0,False,0.467820406752413,False,0.4645899409655377,False,0.4565870980367738,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.0876000654849835
1,0,21,35,95,17,5,17,0.909090909,235,1.0,3,0.0,0.180555556,1,1,11.44444444,7,1.3889,False,False,0.1584049594516562,True,0.5766215032936148,False,0.3797264517290835,True,0.5599999999999999,False,0.29166666666666663,False,0.042857142857142864,True,0.5050102463475022,True,0.5027186216365424,False,0.4928789398092198,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.1584049594516562
2,0,8,17,78,0,8,13,2.0,49,0.0,0,0.5862068970000001,1.0,1,3,2.769230769,1,0.9231,False,False,0.07135710678375343,False,0.06418190649439598,False,0.3266969718089903,False,0.13623015873015873,False,0.06555555555555556,False,0.214478021978022,False,0.483068155354565,False,0.4838952092728455,False,0.4892054754098295,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.07135710678375343
2,0,7,14,3,1,6,3,2.0,46,0.0,0,0.75,0.5,0,0,14.33333333,1,0.6667,False,False,0.02106055314445082,False,0.026768095492885308,False,0.2294127541351392,False,0.2,False,0.0,False,0.1,False,0.4870869109908531,False,0.4853934723965764,False,0.4856801581786843,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.02106055314445082
2,0,13,39,9,0,13,1,1.0625,366,1.0,4,0.705882353,0.533333333,1,1,47.85714286,4,1.5714,False,False,0.10281001371190984,False,0.09508605428853743,True,0.7127596995087192,False,0.4,False,0.3,False,0.2,False,0.4852858472262525,False,0.4766010283577865,False,0.4894927724450878,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.10281001371190984
1,0,18,49,51,1,17,4,1.076923077,350,1.0,1,0.0,0.4,0,0,28.45454545,3,1.4545,True,False,0.4282265696138192,False,0.4822578880224354,True,0.7195026199875442,True,0.7,True,0.7,True,0.7,False,0.4970229740079584,False,0.4900010599631274,False,0.4921666822890806,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.4282265696138192
1,0,40,60,492,38,6,25,0.8402777779999999,441,1.0,2,0.0,0.148648649,1,1,10.702702699999998,7,1.4865,True,True,0.6153744929715557,False,0.4133548632813683,True,0.6141558632359829,True,0.5833333333333333,False,0.2333333333333333,False,0.465,False,0.4991034936142584,True,0.5036017633106087,True,0.5106310477067549,Accuracy_Voting_Pred,Accuracy_Voting_Pred,True,0.6153744929715557
1,0,3,14,0,3,0,9,0.694444444,164,1.0,0,0.0,0.5,1,1,15.0,13,2.3,True,False,0.05110851744826064,False,0.02847127965348448,False,0.2389898886308245,False,0.0,False,0.0,False,0.0,False,0.482922578641161,False,0.4725812443622166,False,0.4282666324650321,Accuracy_Voting_Pred,Accuracy_Voting_Pred,False,0.05110851744826064
